"","pair","participant","round","target","first_cue","fas_tcfirst","bas_tcfirst","first_response","fas_crfirst","bas_crfirst","second_cue","fas_tcsecond","bas_tcsecond","second_response","fas_crsecond","bas_crsecond","third_cue","fas_tcthird","bas_tcthird","third_response","fas_crthird","bas_crthird","fourth_cue","fas_tcfourth","bas_tcfourth","fourth_response","fas_crfourth","bas_crfourth","fifth_cue","fas_tcfifth","bas_tcfifth","fifth_response","fas_crfifth","bas_crfifth","condition","language","ideas_whatexperimentabout","comments","version","country"
"183","J",19,3,"Brunnen","schöpfen",NA,NA,"Eimer",NA,NA,"tief",0.12371134,NA,"Brunnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,1,NA
"184","J",20,4,"Kamm","Haare",0.020408163,"0.030612245","Kamm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,1,NA
"185","J",19,5,"Dach","Ziegelsteine",NA,NA,"Dach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,1,NA
"186","J",20,6,"Lilie","Blume",0.62244898,"0.01010101","Blüte",NA,NA,"weiß",0.030612245,NA,"Tulpe",NA,NA,"Trauer",NA,NA,"Lilie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,1,NA
"187","J",19,7,"Paddel","Kanu",0.08,"0.020408163","Paddel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,1,NA
"188","J",20,8,"Gebiss","Zähne",NA,NA,"Gebiss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,1,NA
"189","J",19,9,"Feder","Vogel",0.208333333,"0.057471264","Feder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,1,NA
"190","J",20,10,"Schirm","Regen",0.283524904,"0.050847458","Schirm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,1,NA
"191","J",19,11,"Radio","Sender",0.07,NA,"Radio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,1,NA
"192","J",20,12,"Axt","fällen",0.041237113,NA,"Axt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,1,NA
"193","J",19,13,"Butter","Brot",0.202702703,"0.104377104","Scheibe",NA,NA,"Fett",0.067567568,NA,"Butter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,1,NA
"194","J",20,14,"Rüstung","Ritter",0.29109589,"0.190972222","Rüstung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,1,NA
"195","J",19,15,"Hammer","Nagel",0.287162162,NA,"Hammer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,1,NA
"196","J",20,16,"Lehrerin","Schule",0.229965157,NA,"Lehrerin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,1,NA
"197","J",19,17,"Mauer","Steine",NA,NA,"Mauer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,1,NA
"198","J",20,18,"Knochen","Skelett",0.125874126,NA,"Knochen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,1,NA
"199","J",19,19,"Pilz","Champignon",0.088967972,NA,"Pilz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,1,NA
"200","J",20,20,"Brücke","Fluss",0.21875,"0.033783784","Brücke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,1,NA
"201","K",21,1,"Kamm","Bürste",0.081632653,NA,"Kamm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German","word associations, mental image with a word","sig.: ""Bürste, Haarbürste""",3,"Österreich?"
"202","K",22,2,"Butter","Brotaufstrich",0.010135135,NA,"Butter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,3,NA
"203","K",21,3,"Pilz","Infektion",NA,NA,"Pilz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,3,NA
"204","K",22,4,"Hafen","Leuchtturm",NA,NA,"Hafen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,3,NA
"205","K",21,5,"Radio","Musik",0.51,NA,"Kassette",NA,NA,"Moderator",NA,NA,"Radio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,3,NA
"206","K",22,6,"Lilie","Trauerblume",NA,NA,"Lilie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,3,NA
"207","K",21,7,"Axt","Baum",0.130584192,NA,"Axt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,3,NA
"208","K",22,8,"Lehrerin","Schülerin",NA,NA,"Lehrerin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,3,NA
"209","K",21,9,"Hammer","Mauer",NA,NA,"Hammer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,3,NA
"210","K",22,10,"Schirm","Regen",0.283524904,"0.050847458","Gummistiefel",NA,NA,"Freefall",NA,NA,"Schirm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,"sig. Provided English cue word (also known in German): ""Freefall""",3,NA
"211","K",21,11,"Knochen","Bruch",0.020979021,NA,"Knochen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,3,NA
"212","K",22,12,"Krone","König",0.793814433,"0.257731959","Krone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,3,NA
"213","K",21,13,"Paddel","Boot",0.63,"0.010309278","Paddel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,3,NA
"214","K",22,14,"Mauer","Mörtel",0.017123288,NA,"Mauer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,3,NA
"215","K",21,15,"Dach","Decke",NA,NA,"Dach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,3,NA
"216","K",22,16,"Rüstung","Ritter",0.29109589,"0.190972222","Burg",NA,NA,"Schild",NA,NA,"Schwert",NA,NA,"Schildkröte",NA,NA,"Rüstung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,3,NA
"217","K",21,17,"Brücke","Fluss",0.21875,"0.033783784","Kanu",NA,NA,"Weg",0.003472222,NA,"Brücke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,3,NA
"218","K",22,18,"Gebiss","Senior",NA,NA,"Gebiss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,3,NA
"219","K",21,19,"Feder","Stift",0.007575758,NA,"Feder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,3,NA
"220","K",22,20,"Brunnen","Grundwasser",NA,NA,"Brunnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,3,NA
"221","L",23,1,"Kamm","Haare",0.020408163,"0.030612245","Kamm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German","#information through conversation/interaction; prior bias/action patterns; promotion/put oneself in s.o. shoes; development throughout the 20 stims",NA,3,NA
"222","L",24,2,"Butter","fett",0.016891892,NA,"Butter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,3,NA
"223","L",23,3,"Pilz","Champignon",0.088967972,NA,"Pilz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,3,NA
"224","L",24,4,"Hafen","Schiffsanfahrtsstelle",NA,NA,"Hafen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,3,NA
"225","L",23,5,"Radio","Antenne Bayern",NA,NA,"Radio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,3,NA
"226","L",24,6,"Lilie","Teich",0.010204082,NA,"Lilie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,3,NA
"227","L",23,7,"Axt","Holzfäller",0.017182131,NA,"Axt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,3,NA
"228","L",24,8,"Lehrerin","Notenverteilung/-vergabe",NA,NA,"Lehrerin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,"#Notenvergabe, Notenverteilung, sig. said both",3,NA
"229","L",23,9,"Hammer","Thor",0.003378378,NA,"Hammer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,"#sig. Indicated that word can have 2 meanings (""Tor"", gate, and proper name ""Thor"")",3,NA
"230","L",24,10,"Schirm","Schutz",0.122605364,NA,"Schirm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,3,NA
"231","L",23,11,"Knochen","Mark",0.034965035,NA,"Knochen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,3,NA
"232","L",24,12,"Krone","Artus",NA,NA,"Krone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,3,NA
"233","L",23,13,"Paddel","Steuerwerkzeug",NA,NA,"Paddel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,3,NA
"234","L",24,14,"Mauer","DDR",0.030821918,NA,"Mauer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,3,NA
"235","L",23,15,"Dach","einstürzen",NA,NA,"Dach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,3,NA
"236","L",24,16,"Rüstung","Ritter",0.29109589,"0.190972222","Rüstung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,3,NA
"237","L",23,17,"Brücke","Venedig",NA,NA,"Brücke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,3,NA
"238","L",24,18,"Gebiss","Zähne",NA,NA,"Mund",NA,NA,"kauen",NA,NA,"Gebiss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,3,NA
"239","L",23,19,"Feder","Tintenfass",NA,NA,"Feder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,3,NA
"240","L",24,20,"Brunnen","Grundwasser",NA,NA,"Brunnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,3,NA
"241","M",25,1,"Lilie","Blume",0.62244898,"0.01010101","Blüte",NA,NA,"Wasser",0.020408163,NA,"Gießkanne",NA,NA,"Sommer",NA,NA,"Lilie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German","lexical fields, hyperonyms (""comprehensive/spanning words"" = übergreifende Wörter)","guesser wasn't aware of list of potential target words and said ""Wiese"" (meadow) first",4,NA
"242","M",26,2,"Hammer","Amboss",0.010135135,NA,"Hammer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,4,NA
"243","M",25,3,"Gebiss","Zähne",NA,NA,"Zahnarzt",NA,NA,"Zähne",NA,NA,"Gebiss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,4,NA
"244","M",26,4,"Axt","Holzfäller",0.017182131,NA,"Axt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,4,NA
"245","M",25,5,"Brücke","Fluss",0.21875,"0.033783784","Brücke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,4,NA
"246","M",26,6,"Schirm","Unwetter",NA,NA,"Schirm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,4,NA
"247","M",25,7,"Dach","Giebel",0.02,NA,"Dach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,4,NA
"248","M",26,8,"Knochen","Skelett",0.125874126,NA,"Knochen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,4,NA
"249","M",25,9,"Mauer","Zement",0.010273973,NA,"Mauer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,4,NA
"250","M",26,10,"Kamm","Friseur",NA,NA,"Kamm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,4,NA
"251","M",25,11,"Radio","Autofahrt",NA,NA,"Radio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,4,NA
"252","M",26,12,"Butter","Magarine",NA,NA,"Butter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,4,NA
"253","M",25,13,"Lehrerin","Unterricht",0.108013937,NA,"Lehrerin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,4,NA
"254","M",26,14,"Pilz","Champignon",0.088967972,NA,"Pilz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,4,NA
"255","M",25,15,"Brunnen","Wasser",0.680412371,NA,"Brunnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,4,NA
"256","M",26,16,"Rüstung","Ritter",0.29109589,"0.190972222","Rüstung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,4,NA
"257","M",25,17,"Hafen","Handel",NA,NA,"Hafen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,4,NA
"258","M",26,18,"Feder","Hut",0.011363636,"0.017142857","Feder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,4,NA
"259","M",25,19,"Krone","König",0.793814433,"0.257731959","Königin",NA,NA,"Schmuck",0.010309278,NA,"Krone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,4,NA
"260","M",26,20,"Paddel","Boot",0.63,"0.010309278","Paddel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"non-face","German",NA,NA,4,NA
"261","N",27,1,"Lilie","Blume",0.62244898,"0.01010101","Tulipe",NA,NA,"Beerdigung",0.010204082,NA,"Lilie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German","Wortassoziationen",NA,4,NA
"262","N",28,2,"Hammer","Nagel",0.287162162,NA,"Hammer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,4,NA
"263","N",27,3,"Gebiss","Zähne",NA,NA,"Gebiss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,4,NA
"264","N",28,4,"Axt","Holz",0.206185567,NA,"Axt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,4,NA
"265","N",27,5,"Brücke","Fluss",0.21875,"0.033783784","Brücke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,4,NA
"266","N",28,6,"Schirm","Regen",0.283524904,"0.050847458","Schirm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,4,NA
"267","N",27,7,"Dach","Haus",0.29,"0.134020619","Dach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,4,NA
"268","N",28,8,"Knochen","Skelett",0.125874126,NA,"Knochen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,4,NA
"269","N",27,9,"Mauer","Grenze",0.034246575,NA,"Mauer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,4,NA
"270","N",28,10,"Kamm","Bürste ",NA,NA,"Kamm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,4,NA
"271","N",27,11,"Radio","Rundfunk",NA,NA,"Radio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,4,NA
"272","N",28,12,"Butter","Magarine",NA,NA,"Buttter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,4,NA
"273","N",27,13,"Lehrerin","Schule",0.229965157,NA,"Lehrerin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,4,NA
"274","N",28,14,"Pilz","Champignon",0.088967972,NA,"Pilz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,4,NA
"275","N",27,15,"Brunnen","Frischwasser",NA,NA,"Fontäne",NA,NA,"Pumpe",NA,NA,"Schlauch",NA,NA,"Loch",0.010309278,NA,"Brunnen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,4,NA
"276","N",28,16,"Rüstung","Ritter",0.29109589,"0.190972222","Rüstung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,4,NA
"277","N",27,17,"Hafen","Schiffe",NA,NA,"Hafen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,4,NA
"278","N",28,18,"Feder","Vogel",0.208333333,"0.057471264","Kuckuck",NA,NA,"schreiben",0.090909091,NA,"Feder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,4,NA
"279","N",27,19,"Krone","König",0.793814433,"0.257731959","Thron",NA,NA,"Kopf",NA,NA,"Krone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,4,NA
"280","N",28,20,"Paddel","Ruder",0.02,NA,"Paddel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"face","German",NA,NA,4,NA
